useragent_string,browser_family,browser_version,operating_system,operating_system_version,device_family,is_mobile,is_tablet,is_touch_capable,is_pc,is_bot,overview
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; KKman3.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1),IE,7,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / IE 7
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; KKman3.0; InfoPath.1; .NET CLR 2.0.50727),IE,7,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / IE 7
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; KKman3.0; .NET CLR 2.0.50727),IE,7,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / IE 7
Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; KKman2.0; .NET CLR 1.0.3705),IE,6,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / IE 6
Mozilla/4.0 (compatible; MSIE 5.5; Windows NT 5.0; KKman2.0),IE,5.5,Windows 2000,,Other,False,False,False,True,False,PC / Windows 2000 / IE 5.5
Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; KKman3.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022),IE,7,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / IE 7
Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.19) Gecko/20081217 KMLite/1.1.2,Other,,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Other
Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.8.1.19) Gecko/20081217 KMLite/1.1.2,Other,,Windows 2000,,Other,False,False,False,True,False,PC / Windows 2000 / Other
Mozilla/5.0 (X11; Linux) KHTML/4.9.1 (like Gecko) Konqueror/4.9,Konqueror,4.9,Linux,,Other,False,False,False,True,False,PC / Linux / Konqueror 4.9
Mozilla/5.0 (X11; Linux 3.5.4-1-ARCH i686; es) KHTML/4.9.1 (like Gecko) Konqueror/4.9,Konqueror,4.9,Linux,3.5.4,Other,False,False,False,True,False,PC / Linux 3.5.4 / Konqueror 4.9
Mozilla/5.0 (X11) KHTML/4.9.1 (like Gecko) Konqueror/4.9,Konqueror,4.9,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 4.9
Mozilla/5.0 (compatible; Konqueror/4.5; FreeBSD) KHTML/4.5.4 (like Gecko),Konqueror,4.5,FreeBSD,,Other,False,False,False,False,False,Other / FreeBSD / Konqueror 4.5
Mozilla/5.0 (compatible; Konqueror/4.4; Linux) KHTML/4.4.1 (like Gecko) Fedora/4.4.1-1.fc12,Konqueror,4.4,Fedora,4.4.1,Other,False,False,False,False,False,Other / Fedora 4.4.1 / Konqueror 4.4
Mozilla/5.0 (compatible; Konqueror/4.4; Linux 2.6.32-22-generic; X11; en_US) KHTML/4.4.3 (like Gecko) Kubuntu,Konqueror,4.4,Kubuntu,,Other,False,False,False,True,False,PC / Kubuntu / Konqueror 4.4
Mozilla/5.0 (compatible; Konqueror/4.3; Linux) KHTML/4.3.1 (like Gecko) Fedora/4.3.1-3.fc11,Konqueror,4.3,Fedora,4.3.1,Other,False,False,False,False,False,Other / Fedora 4.3.1 / Konqueror 4.3
Mozilla/5.0 (compatible; Konqueror/4.3; Linux 2.6.31-16-generic; X11) KHTML/4.3.2 (like Gecko),Konqueror,4.3,Linux,2.6.31,Other,False,False,False,True,False,PC / Linux 2.6.31 / Konqueror 4.3
Mozilla/5.0 (compatible; Konqueror/4.2; Linux; X11; x86_64) KHTML/4.2.4 (like Gecko) Fedora/4.2.4-2.fc11,Konqueror,4.2,Fedora,4.2.4,Other,False,False,False,True,False,PC / Fedora 4.2.4 / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.98 (like Gecko),Konqueror,4.2,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.96 (like Gecko),Konqueror,4.2,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.4 (like Gecko) Slackware/13.0,Konqueror,4.2,Slackware,13,Other,False,False,False,False,False,Other / Slackware 13 / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.4 (like Gecko) Fedora/4.2.4-2.fc11,Konqueror,4.2,Fedora,4.2.4,Other,False,False,False,False,False,Other / Fedora 4.2.4 / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.2 (like Gecko),Konqueror,4.2,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2; Linux) KHTML/4.2.1 (like Gecko) Fedora/4.2.1-4.fc11,Konqueror,4.2,Fedora,4.2.1,Other,False,False,False,False,False,Other / Fedora 4.2.1 / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.2) KHTML/4.2.4 (like Gecko) Fedora/4.2.4-2.fc11,Konqueror,4.2,Fedora,4.2.4,Other,False,False,False,False,False,Other / Fedora 4.2.4 / Konqueror 4.2
Mozilla/5.0 (compatible; Konqueror/4.1; OpenBSD) KHTML/4.1.4 (like Gecko),Konqueror,4.1,OpenBSD,,Other,False,False,False,False,False,Other / OpenBSD / Konqueror 4.1
Mozilla/5.0 (compatible; Konqueror/4.1; Linux) KHTML/4.1.4 (like Gecko),Konqueror,4.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4.1
Mozilla/5.0 (compatible; Konqueror/4.1; Linux) KHTML/4.1.3 (like Gecko) Fedora/4.1.3-3.fc10,Konqueror,4.1,Fedora,4.1.3,Other,False,False,False,False,False,Other / Fedora 4.1.3 / Konqueror 4.1
Mozilla/5.0 (compatible; Konqueror/4.1; Linux 2.6.27.7-134.fc10.x86_64; X11; x86_64) KHTML/4.1.3 (like Gecko) Fedora/4.1.3-4.fc10,Konqueror,4.1,Fedora,4.1.3,Other,False,False,False,True,False,PC / Fedora 4.1.3 / Konqueror 4.1
Mozilla/5.0 (compatible; Konqueror/4.1; DragonFly) KHTML/4.1.4 (like Gecko),Konqueror,4.1,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 4.1
Mozilla/5.0 (compatible; Konqueror/4.0; X11) KHTML/4.0.3 (like Gecko),Konqueror,4,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 4
Mozilla/5.0 (compatible; Konqueror/4.0; Windows) KHTML/4.0.83 (like Gecko),Konqueror,4,Windows,,Other,False,False,False,False,False,Other / Windows / Konqueror 4
Mozilla/5.0 (compatible; Konqueror/4.0; Linux; x86_64) KHTML/4.0.2 (like Gecko),Konqueror,4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4
Mozilla/5.0 (compatible; Konqueror/4.0; Linux) KHTML/4.0.82 (like Gecko),Konqueror,4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 4
Mozilla/5.0 (compatible; Konqueror/3.5; Windows NT 6.0) KHTML/3.5.6 (like Gecko),Konqueror,3.5,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; SunOS) KHTML/3.5.1 (like Gecko),Konqueror,3.5,Solaris,,Other,False,False,False,True,False,PC / Solaris / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; SunOS) KHTML/3.5.0 (like Gecko),Konqueror,3.5,Solaris,,Other,False,False,False,True,False,PC / Solaris / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; SunOS),Konqueror,3.5,Solaris,,Other,False,False,False,True,False,PC / Solaris / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; NetBSD 4.0_RC3; X11) KHTML/3.5.7 (like Gecko),Konqueror,3.5,NetBSD,4,Other,False,False,False,False,False,Other / NetBSD 4 / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; NetBSD 3.0; X11) KHTML/3.5.2 (like Gecko),Konqueror,3.5,NetBSD,3,Other,False,False,False,False,False,Other / NetBSD 3 / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; x86_64; en_US) KHTML/3.5.10 (like Gecko) SUSE,Konqueror,3.5,SUSE,,Other,False,False,False,False,False,Other / SUSE / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; x86_64) KHTML/3.5.5 (like Gecko) (Debian),Konqueror,3.5,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; x86_64) KHTML/3.5.5 (like Gecko),Konqueror,3.5,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; X11; i686; en_US) KHTML/3.5.6 (like Gecko) (Debian),Konqueror,3.5,Debian,,Other,False,False,False,True,False,PC / Debian / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; X11) KHTML/3.5.3 (like Gecko) Kubuntu 6.06 Dapper,Konqueror,3.5,Kubuntu,,Other,False,False,False,True,False,PC / Kubuntu / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; i686; U; it-IT) KHTML/3.5.5 (like Gecko) (Debian),Konqueror,3.5,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; en_US) KHTML/3.5.6 (like Gecko) (Kubuntu),Konqueror,3.5,Kubuntu,,Other,False,False,False,False,False,Other / Kubuntu / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux; de) KHTML/3.5.5 (like Gecko) (Debian),Konqueror,3.5,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.9 (like Gecko),Konqueror,3.5,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.7 (like Gecko) SUSE,Konqueror,3.5,SUSE,,Other,False,False,False,False,False,Other / SUSE / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.7 (like Gecko) (Kubuntu),Konqueror,3.5,Kubuntu,,Other,False,False,False,False,False,Other / Kubuntu / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.7 (like Gecko) (Debian),Konqueror,3.5,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.7 (like Gecko),Konqueror,3.5,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.6 (like Gecko) (Kubuntu),Konqueror,3.5,Kubuntu,,Other,False,False,False,False,False,Other / Kubuntu / Konqueror 3.5
Mozilla/5.0 (compatible; Konqueror/3.4; SunOS) KHTML/3.4.1 (like Gecko),Konqueror,3.4,Solaris,,Other,False,False,False,True,False,PC / Solaris / Konqueror 3.4
"Mozilla/5.0 (compatible; Konqueror/3.4; Linux; de, en_US) KHTML/3.4.2 (like Gecko) (Debian package 4:3.4.2-4)",Konqueror,3.4,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.3 (like Gecko) (Kubuntu package 4:3.4.3-0ubuntu2),Konqueror,3.4,Kubuntu,,Other,False,False,False,False,False,Other / Kubuntu / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.3 (like Gecko) (Kubuntu package 4:3.4.3-0ubuntu1),Konqueror,3.4,Kubuntu,,Other,False,False,False,False,False,Other / Kubuntu / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.3 (like Gecko) (Debian package 4:3.4.3-2),Konqueror,3.4,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.3 (like Gecko),Konqueror,3.4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.2 (like Gecko) (Debian package 4:3.4.2-4),Konqueror,3.4,Debian,,Other,False,False,False,False,False,Other / Debian / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.2 (like Gecko),Konqueror,3.4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.1 (like Gecko),Konqueror,3.4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux) KHTML/3.4.0 (like Gecko),Konqueror,3.4,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux 2.6.12; X11) KHTML/3.4.1 (like Gecko) (Debian package 4:3.4.1-1),Konqueror,3.4,Debian,,Other,False,False,False,True,False,PC / Debian / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux 2.6.12.6; X11; i686; en_US) KHTML/3.4.3 (like Gecko),Konqueror,3.4,Linux,2.6.12,Other,False,False,False,True,False,PC / Linux 2.6.12 / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux 2.6.11; X11) KHTML/3.4.0 (like Gecko),Konqueror,3.4,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4; Linux 2.6.11; X11),Konqueror,3.4,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4) KHTML/3.4.2 (like Gecko),Konqueror,3.4,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 3.4
Mozilla/5.0 (compatible; Konqueror/3.4) KHTML/3.4.0 (like Gecko),Konqueror,3.4,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 3.4
"Mozilla/5.0 (compatible; Konqueror/3.3; SunOS) (KHTML, like Gecko)",Konqueror,3.3,Solaris,,Other,False,False,False,True,False,PC / Solaris / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.3
"Mozilla/5.0 (compatible; Konqueror/3.3; Linux) (KHTML, like Gecko)",Konqueror,3.3,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.3
"Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.9-1.667) (KHTML, like Gecko)",Konqueror,3.3,Linux,2.6.9,Other,False,False,False,False,False,Other / Linux 2.6.9 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.11; X11; i686; de) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.11; X11; i686) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.11; X11) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.11.12-whnetz-xenU; X11; i686; en_US) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.6.11,Other,False,False,False,True,False,PC / Linux 2.6.11 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.6.11) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.6.11,Other,False,False,False,False,False,Other / Linux 2.6.11 / Konqueror 3.3
"Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.4.27; X11) (KHTML, like Gecko)",Konqueror,3.3,Linux,2.4.27,Other,False,False,False,True,False,PC / Linux 2.4.27 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3; Linux 2.4.22-xfs; X11) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Linux,2.4.22,Other,False,False,False,True,False,PC / Linux 2.4.22 / Konqueror 3.3
Mozilla/5.0 (compatible; Konqueror/3.3) KHTML/3.3.2 (like Gecko),Konqueror,3.3,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 3.3
"Mozilla/5.0 (compatible; Konqueror/3.3) (KHTML, like Gecko)",Konqueror,3.3,Other,,Other,False,False,False,False,False,Other / Other / Konqueror 3.3
"Mozilla/5.0 (compatible; Konqueror/3.2; Linux; X11; en_US) (KHTML, like Gecko)",Konqueror,3.2,Linux,,Other,False,False,False,True,False,PC / Linux / Konqueror 3.2
"Mozilla/5.0 (compatible; Konqueror/3.2; Linux) (KHTML, like Gecko)",Konqueror,3.2,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.2
"Mozilla/5.0 (compatible; Konqueror/3.2; Linux 2.6.2) (KHTML, like Gecko)",Konqueror,3.2,Linux,2.6.2,Other,False,False,False,False,False,Other / Linux 2.6.2 / Konqueror 3.2
"Mozilla/5.0 (compatible; Konqueror/3.2; FreeBSD) (KHTML, like Gecko)",Konqueror,3.2,FreeBSD,,Other,False,False,False,False,False,Other / FreeBSD / Konqueror 3.2
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021224),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021219),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021203),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021124),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021119),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021113),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021105),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021019),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021006),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20021002),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020915),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020907),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020905),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020828),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020822),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020815),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020626),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020624),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020614),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc6; i686 Linux; 20020607),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021224),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021219),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021212),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021127),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021112),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20021001),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020927),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020913),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020910),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020906),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020823),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020819),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020809),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020712),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020625),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020621),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020615),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020606),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020601),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc5; i686 Linux; 20020524),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021217),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021208),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021204),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021124),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021114),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20021026),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020928),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020913),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020912),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020901),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020827),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020824),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020811),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020808),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020718),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020714),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
Mozilla/5.0 (compatible; Konqueror/3.1-rc4; i686 Linux; 20020602),Konqueror,3.1,Linux,,Other,False,False,False,False,False,Other / Linux / Konqueror 3.1
